source_label,source_site,source_url,scraped_at,category_name,league_name,sport_name,match_date,match_time,home_team,away_team,match_status,market_type,selection_name,odds,handicap_or_line,raw_text
PLAYTIME,playtime,https://px4gtyp.auremi88.com/en/compact/sports/basketball,2026-04-11T02:33:04-04:00,Basketball,NBA,Basketball,,,,,none as of this moment,,,,,NBA not available as of this moment
